|arrests|tags
480|AGGRAVATED BATTERY|Battery
481|INTIMIDATION|Intimidation
482|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
483|UNLAWFUL POSSESSION OF METH|Meth
484|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
485|THEFT OF PROPERTY/SERVICE|Theft
486|UNLAWFUL SALE OF NON NARCOTICS|Narcotics
487|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
488|DOMESTIC BATTERY PHYSICAL CONTACT|Battery
489|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
490|BATTERY PHYSICAL CONTACT/RUDE MANNER|Battery
491|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
492|DUI INCAPABLE OF SAFELY OPERATING|DUI
493|SPEEDING IN A CONSTRUCTION AREA|Speed Limit
494|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
495|UNLAWFUL POSSESSION OF METH|Meth
496|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
497|POSSESSION OF NARCOTICS|Narcotics
498|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
499|FAILURE TO SIGNAL TURN|Traffic Violation
500|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
501|ILLEGAL TAG|Traffic Violation
502|NO DRIVER'S LICENSE|License
503|AGGRAVATED ASSAULT|Assault
504|INTIMIDATION|Intimidation
505|PETIT THEFT|Theft
506|CRIMINAL TRESPASS|Trespass
507|CRIMINAL TRESPASS|Trespass
508|CRIMINAL TRESPASS|Trespass
509|CRIMINAL TRESPASS|Trespass
510|CRIMINAL TRESPASS|Trespass
511|CRIMINAL TRESPASS|Trespass
512|CRIMINAL TRESPASS|Trespass
513|CRIMINAL TRESPASS|Trespass
514|CRIMINAL TRESPASS|Trespass
515|CRIMINAL TRESPASS|Trespass
516|CRIMINAL TRESPASS|Trespass
517|CRIMINAL TRESPASS|Trespass
518|CRIMINAL TRESPASS|Trespass
519|CRIMINAL TRESPASS|Trespass
520|CRIMINAL TRESPASS|Trespass
521|CRIMINAL TRESPASS|Trespass
522|CRIMINAL TRESPASS|Trespass
523|CRIMINAL TRESPASS|Trespass
524|CRIMINAL TRESPASS|Trespass
525|CRIMINAL TRESPASS|Trespass
526|CRIMINAL TRESPASS|Trespass
527|CRIMINAL TRESPASS|Trespass
528|CRIMINAL TRESPASS|Trespass
529|CRIMINAL TRESPASS|Trespass
530|CRIMINAL TRESPASS|Trespass
531|CRIMINAL TRESPASS|Trespass
532|CRIMINAL TRESPASS|Trespass
533|CRIMINAL TRESPASS|Trespass
534|CRIMINAL TRESPASS|Trespass
535|CRIMINAL TRESPASS|Trespass
536|AGGRAVATED BATTERY OF LAW ENFORCEMENT OFFICER|Battery
537|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
538|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
539|BATTERY DOMESTIC VIOLENCE|Battery
540|CRIMINAL TRESPASS|Trespass
541|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
542|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
543|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
544|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
545|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
546|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
547|DUI|DUI
548|DUI INCAPABLE OF SAFELY OPERATING|DUI
549|DRIVE WRONG WAY/ONE WAY|Traffic Violation
550|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
551|POSSESSION OF NARCOTICS|Narcotics
552|POSSESSION OF PARAPHERNALIA|Misc Drugs
553|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
554|FAILURE TO STOP FROM ALLEY, BUILDING, PRIVATE ROAD OR DRIVEWAY|Traffic Violation
555|BATTERY DOMESTIC VIOLENCE|Battery
556|WILLFUL CRIMINAL DAMAGE TO PROPERTY|Property Damage
557|DRIVE UNDER THE INFLUENCE|DUI
558|FLEE OR ATTEMPT TO ELUDE POLICE OFF|Elusion
559|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
560|VIOLATION OF PROTECTION FROM ABUSE|Court Order
561|OBSTRUCT LEGAL PROCESS|Obstruction
562|WILLFUL CRIMINAL DAMAGE TO PROPERTY|Property Damage
563|OTHER DESTRUCTION TO PROPERTY|Property Damage
564|UNLAWFUL POSSESSION OF METH|Meth
565|WRONG WAY ON ONE WAY STREET|Traffic Violation
566|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
567|UNLAWFUL ACTS/ILLEGAL TAGS|Traffic Violation
568|DOMESTIC BATTERY BODILY HARM|Battery
569|POSSESSION OF MARIJUANA|Marijuana
570|UNLAWFUL POSSESSION OF METH|Meth
571|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
572|MURDER/NEGLIGENT MANSLAUGHTER|Manslaughter
573|CRIMINAL TRESPASS|Trespass
574|INTIMIDATION|Intimidation
575|DOMESTIC BATTERY BODILY HARM|Battery
576|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
577|PETIT THEFT|Theft
578|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
579|BATTERY BODILY HARM DOMESTIC|Battery
580|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
581|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
582|CRIMINAL TRESPASS|Trespass
583|INTIMIDATION|Intimidation
584|DISORDERLY CONDUCT ALL TYPES|Disturbance
585|ASSAULT|Assault
586|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
587|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
588|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
589|UNLAWFUL POSSESSION OF NON NARCOTICS|Narcotics
590|ILLEGAL TAG|Traffic Violation
591|NO PROOF OF INSURANCE|Insurance
592|UNLAWFUL POSSESSION OF METH|Meth
593|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
594|UNLAWFUL POSSESSION OF NON NARCOTICS|Narcotics
595|POSSESSION OF NARCOTICS|Narcotics
596|UNLAWFUL POSSESSION OF METH|Meth
597|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
598|UNLAWFUL POSSESSION OF NON NARCOTICS|Narcotics
599|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
600|ILLEGAL TAG|Traffic Violation
601|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
602|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
603|EMERGING FROM ALLEY, DRIVEWAY, BUILDING|Traffic Violation
604|DISORDERLY CONDUCT BRAWLING/FIGHTING|Disturbance
605|AGGRAVATED FALSE IMPERSONATION|Identity Theft
606|DISTURBING THE PEACE|Disturbance
607|RESIST/OBSTRUCT ARREST|Obstruction
608|MURDER/NEGLIGENT MANSLAUGHTER|Manslaughter
609|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
610|CRIMINAL TRESPASS|Trespass
611|CRIMINAL TRESPASS|Trespass
612|DISORDERLY CONDUCT OFFENSIVE LANGUAGE|Disturbance
613|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
614|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
615|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
616|DRIVE UNDER THE INFLUENCE|DUI
617|LARCENY B SHOPLIFT|Larceny
618|UNLAWFUL POSSESSION OF METH|Meth
619|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
620|WILLFUL CRIMINAL DAMAGE TO PROPERTY|Property Damage
621|PETIT THEFT|Theft
622|UNLAWFUL POSSESSION OF METH|Meth
623|BATTERY DOMESTIC VIOLENCE|Battery
624|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
625|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
626|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
627|CRIMINAL DEPRIVATION OF A MOTOR VEHICLE|Vehicle Theft
628|DEFECTIVE TAILLIGHT|Traffic Violation
629|SIGNAL TURN 100 FEET|Traffic Violation
630|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
631|POSSESSION OF NARCOTICS|Narcotics
632|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
633|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
634|UNLAWFUL RESTRAINT DOMESTIC VIOLENCE|Domestic Violence
635|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
636|BATTERY DOMESTIC VIOLENCE|Battery
637|BATTERY BODILY HARM DOMESTIC|Battery
638|AGGRAVATED WEAPONS VIOLATION|Weapons
639|DUI|DUI
640|DUI INCAPABLE OF SAFELY OPERATING|DUI
641|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
642|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
643|PUBLIC NUDITY PROHIBITED APPEAR IN STATE OF NUDITY|Public Nudity
644|CRIMINAL TRESPASS|Trespass
645|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
646|AGGRAVATED ASSAULT FIREARMS|Firearms
647|INTIMIDATION|Intimidation
648|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
649|SALE OR POSSESS WITH INTENT TO SELL NARCOTICS WITHIN 1000 FT OF SCHOOL|Narcotics
650|BATTERY|Battery
651|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
652|BATTERY DOMESTIC VIOLENCE|Battery
653|UNLAWFUL SALE OF MARIJUANA|Marijuana
654|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
655|BATTERY BODILY HARM DOMESTIC|Battery
656|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
657|AGGRAVATED ASSAULT|Assault
658|AGGRAVATED BATTERY|Battery
659|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
660|CRIMINAL TRESPASS|Trespass
661|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
662|RUNAWAY|Runaway
663|UNLAWFUL POSSESSION OF METH|Meth
664|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
665|POSSESSION OF MARIJUANA|Marijuana
666|POSSESSION OF PARAPHERNALIA|Misc Drugs
667|UNLAWFUL POSSESSION OF METH|Meth
668|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
669|HIT AND RUN FIXED OBJECT|Hit and Run
670|INATTENTIVE DRIVING|Traffic Violation
671|IMPEDE TRAFFIC FLOW|Speed Limit
672|TRANSPORT OPEN ALCOHOL/LIQUOR BEVERAGE ACCESSIBLE TO DRIVER|Alcohol
673|DUI|DUI
674|DUI INCAPABLE OF SAFELY OPERATING|DUI
675|VIOLATE DRIVERS LICENSE RESTRICTIONS|License
676|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
677|TAMPER WITH AUTO WITHOUT OWNER PERMISSION|Theft
678|AGGRAVATED ASSAULT|Assault
679|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
680|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
681|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
682|LARCENY B SHOPLIFT|Larceny
683|BATTERY|Battery
684|PETIT THEFT|Theft
685|UNLAWFUL DISCHARGE OF FIREARM AT OCCUPIED BUILDING/VEHICLE|Firearms
686|AGGRAVATED BATTERY FIREARMS|Firearms
687|POSSESSION OF NARCOTICS|Narcotics
688|POSSESSION OF PARAPHERNALIA|Misc Drugs
689|UNLAWFUL POSSESSION OF METH|Meth
690|POSSESSION OF PARAPHERNALIA|Misc Drugs
691|CHECKS FORGED OR FICTITIOUS|Forgery
692|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
693|SPEED OVER LIMIT|Speed Limit
694|NO PROOF OF INSURANCE|Insurance
695|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
696|OPERATE VEHICLE WITHOUT REQUIRED INTERLOCK DEVICE|Traffic Violation
697|SEXUAL BATTERY|Sexual Battery
698|BATTERY DOMESTIC VIOLENCE|Battery
699|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
700|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
701|AGGRAVATED BATTERY|Battery
702|BATTERY|Battery
703|ROBBERY FROM PERSON|Robbery
704|OBSTRUCT LEGAL PROCESS|Obstruction
705|PUBLIC NUDITY PROHIBITED APPEAR IN STATE OF NUDITY|Public Nudity
706|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
707|BATTERY BODILY HARM DOMESTIC|Battery
708|DUI|DUI
709|DUI INCAPABLE OF SAFELY OPERATING|DUI
710|LIGHTS REQUIRED CERTAIN HOURS|Traffic Violation
711|ASSAULT, DOMESTIC VIOLENCE|Assault
712|OTHER DESTRUCTION TO PROPERTY|Property Damage
713|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
714|BATTERY DOMESTIC VIOLENCE|Battery
715|RUNAWAY|Runaway
716|DUI|DUI
717|DUI INCAPABLE OF SAFELY OPERATING|DUI
718|IMPROPER RIGHT TURN|Traffic Violation
719|EMERGING FROM ALLEY, DRIVEWAY, BUILDING|Traffic Violation
720|FAILURE TO SIGNAL TURN|Traffic Violation
721|BATTERY BODILY HARM DOMESTIC|Battery
722|ASSAULT, AGGRAVATED, FIREARMS|Firearms
723|POSSESSION OF FIREARM BY A FELON|Firearms
724|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
725|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
726|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
727|NO PROOF OF INSURANCE|Insurance
728|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
729|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
730|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
731|UNLAWFUL POSSESSION OF METH|Meth
732|VIOLATION OF PROTECTIVE ORDER|Court Order
733|PEDESTRIAN FAILURE TO YIELD RIGHT OF WAY TO VEHICLE WHEN ENTERING ROADWAY|Traffic Violation
734|UNLAWFUL POSSESSION OF METH|Meth
735|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
736|BATTERY|Battery
737|OBSTRUCT LEGAL PROCESS|Obstruction
738|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
739|SEAT BELT REQUIRED|Traffic Violation
740|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
741|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
742|PETIT THEFT|Theft
743|DRIVE UNDER THE INFLUENCE|DUI
744|POSSESSION OF A FIREARM UNDER THE INFLUENCE|Firearms
745|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
746|SPEED 30 MPH|Speed Limit
747|BATTERY PHYSICAL CONTACT/RUDE MANNER|Battery
748|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
749|POSSESSION OF MARIJUANA|Marijuana
750|POSSESSION OF NARCOTICS|Narcotics
751|POSSESSION OF FIREARM BY A FELON|Firearms
752|POSSESSION OF PARAPHERNALIA|Misc Drugs
753|AGGRAVATED WEAPONS VIOLATION|Weapons
754|BATTERY BODILY HARM DOMESTIC|Battery
755|INTIMIDATION|Intimidation
756|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
757|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
758|ILLEGAL TAG|Traffic Violation
759|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
760|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
761|DUI INCAPABLE OF SAFELY OPERATING|DUI
762|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
763|TAG ILLUMINATED|Traffic Violation
764|ILLEGAL TAG|Traffic Violation
765|DUI INCAPABLE OF SAFELY OPERATING|DUI
766|LIGHTS REQUIRED CERTAIN HOURS|Traffic Violation
767|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
768|POSSESSION OF MARIJUANA|Marijuana
769|FAILURE TO COMPLY WITH A LAWFUL ORDER|Court Order
770|LICENSE TO BE CARRIED AND EXHIBITED ON DEMAND|License
771|SPEED 30 MPH|Speed Limit
772|RUNAWAY|Runaway
773|SALE OF SEXUAL RELATIONS|Procurement
774|PETIT THEFT|Theft
775|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
776|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
777|UNSAFE LANE CHANGE|Traffic Violation
778|DUI DRUG|DUI
779|NO PROOF OF INSURANCE|Insurance
780|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
781|FAILURE TO SIGNAL TURN|Traffic Violation
782|DUI INCAPABLE OF SAFELY OPERATING|DUI
783|DUI|DUI
784|BATTERY BODILY HARM DOMESTIC|Battery
785|BATTERY BODILY HARM DOMESTIC|Battery
786|VIOLATION OF COURT ORDER/AFTER CONV DOMESTIC VIOLENCE|Court Order
787|AGGRAVATED BATTERY|Battery
788|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
789|AGGRAVATED BATTERY|Battery
790|OTHER DESTRUCTION TO PROPERTY|Property Damage
791|VIOLATION OF PROTECTIVE ORDER|Court Order
792|POSSESSION OF NARCOTICS|Narcotics
793|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
794|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
795|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
796|DISORDERLY CONDUCT ALL TYPES|Disturbance
797|OTHER DESTRUCTION TO PROPERTY|Property Damage
798|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
799|AGGRAVATED ASSAULT|Assault
800|AGGRAVATED BATTERY|Battery
801|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
802|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
803|UNLAWFUL RESTRAINT|Interference
804|BATTERY DOMESTIC VIOLENCE|Battery
805|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
806|AGGRAVATED BATTERY|Battery
807|PETIT THEFT|Theft
808|DUI DRUG|DUI
809|DOMESTIC BATTERY PHYSICAL CONTACT|Battery
810|LARCENY B SHOPLIFT|Larceny
811|UNLAWFUL POSSESSION OF METH|Meth
812|AGGRAVATED WEAPONS VIOLATION|Weapons
813|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
814|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
815|LARCENY B SHOPLIFT|Larceny
816|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
817|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
818|AUTO THEFT NOT RECOVERED|Theft
819|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
820|AUTO THEFT NOT RECOVERED|Theft
821|POSSESSION OF NARCOTICS|Narcotics
822|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
823|BATTERY BODILY HARM DOMESTIC|Battery
824|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
825|SALE OF SEXUAL RELATIONS|Procurement
826|OBSTRUCT LEGAL PROCESS|Obstruction
827|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
828|DUI INCAPABLE OF SAFELY OPERATING|DUI
829|HIT AND RUN PARKED VEHICLE|Hit and Run
830|NO DRIVER'S LICENSE|License
831|DUI|DUI
832|DUI INCAPABLE OF SAFELY OPERATING|DUI
833|DUI SECOND|DUI
834|RUNAWAY|Runaway
835|POSSESSION OF NARCOTICS|Narcotics
836|POSSESSION OF MARIJUANA|Marijuana
837|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
838|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
839|LIGHTS REQUIRED SUNSET TO SUNRISE|Traffic Violation
840|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
841|UNSAFE LANE CHANGE|Traffic Violation
842|DUI INCAPABLE OF SAFELY OPERATING|DUI
843|DUI|DUI
844|RESIST/OBSTRUCT ARREST|Obstruction
845|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
846|AGGRAVATED ASSAULT|Assault
847|INTIMIDATION|Intimidation
848|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
849|NO PROOF OF INSURANCE|Insurance
850|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
851|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
852|RUNAWAY|Runaway
853|PETIT THEFT|Theft
854|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
855|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
856|PETIT THEFT|Theft
857|INTIMIDATION|Intimidation
858|CRIMINAL TRESPASS|Trespass
859|RUNAWAY|Runaway
860|ROBBERY FROM PERSON|Robbery
861|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
862|DOMESTIC BATTERY PHYSICAL CONTACT|Battery
863|DOMESTIC BATTERY PHYSICAL CONTACT|Battery
864|BATTERY BODILY HARM DOMESTIC|Battery
865|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
866|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
867|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
868|BIKE LITES CERTAIN HOURS|Traffic Violation
869|LIGHTS REQUIRED CERTAIN HOURS|Traffic Violation
870|DUI INCAPABLE OF SAFELY OPERATING|DUI
871|UNSAFE LANE CHANGE|Traffic Violation
872|DUI|DUI
873|UNLAWFUL POSSESSION OF METH|Meth
874|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
875|STOLEN PROPERTY BUYING|Theft
876|TAIL LAMPS|Traffic Violation
877|UNLAWFUL POSSESSION OF FIREARM|Firearms
878|POSSESSION OF MARIJUANA|Marijuana
879|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
880|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
881|AUTO THEFT NOT RECOVERED|Theft
882|UNLAWFUL POSSESSION OF METH|Meth
883|LARCENY B AUTO ACCESSORIES|Larceny
884|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
885|THEFT OF PROPERTY/SERVICE|Theft
886|LARCENY B AUTO ACCESSORIES|Larceny
887|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
888|FLEE OR ATTEMPT TO ELUDE POLICE OFF|Elusion
889|RESIST/OBSTRUCT ARREST|Obstruction
890|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
891|TRAFFIC CONTROL SIGNALS|Traffic Violation
892|FAILURE TO SIGNAL TURN|Traffic Violation
893|RUN STOP SIGN|Traffic Violation
894|DRIVE AROUND TIRE DEFLATION DEVICE PLACED BY LAW ENFORCEMENT OFFICER|Traffic Violation
895|AUTO THEFT NOT RECOVERED|Theft
896|LARCENY A AUTO ACCESSORIES $1500+|Larceny
897|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
898|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
899|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
900|DUI INCAPABLE OF SAFELY OPERATING|DUI
901|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
902|DOMESTIC BATTERY|Battery
903|DOMESTIC BATTERY BODILY HARM|Battery
904|WILLFUL CRIMINAL DAMAGE TO PROPERTY|Property Damage
905|DOMESTIC BATTERY PHYSICAL CONTACT|Battery
906|DOMESTIC BATTERY BODILY HARM|Battery
907|BATTERY DOMESTIC VIOLENCE|Battery
908|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
909|LARCENY B SHOPLIFT|Larceny
910|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
911|UNLAWFUL POSSESSION OF METH|Meth
912|LARCENY B SHOPLIFT|Larceny
913|LARCENY B SHOPLIFT|Larceny
914|PETIT THEFT|Theft
915|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
916|ILLEGAL TAG|Traffic Violation
917|NO PROOF OF INSURANCE|Insurance
918|UNLAWFUL POSSESSION OF NON NARCOTICS|Narcotics
919|CRIMINAL TRESPASS|Trespass
920|LARCENY B SHOPLIFT|Larceny
921|POSSESSION OF NARCOTICS|Narcotics
922|POSSESSION OF NARCOTICS|Narcotics
923|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
924|STOLEN PROPERTY BUYING|Theft
925|POSSESSION OF ILLEGAL WEAPONS|Weapons
926|POSSESSION OF A FIREARM UNDER THE INFLUENCE|Firearms
927|LARCENY B FROM BUILDING|Larceny
928|BATTERY|Battery
929|AGGRAVATED ASSAULT|Assault
930|RESIST/OBSTRUCT ARREST|Obstruction
931|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
932|BATTERY DOMESTIC VIOLENCE|Battery
933|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
934|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
935|UNLAWFUL RESTRAINT|Interference
936|BATTERY BODILY HARM DOMESTIC|Battery
937|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
938|ABDUCTION/KIDNAPPING|Kidnapping
939|UNLAWFUL DISCHARGE OF A FIREARM|Firearms
940|AGGRAVATED BATTERY|Battery
941|DRIVE UNDER THE INFLUENCE|DUI
942|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
943|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
944|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
945|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
946|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
947|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
948|DOMESTIC BATTERY BODILY HARM|Battery
949|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
950|RUNAWAY|Runaway
951|BATTERY DOMESTIC VIOLENCE|Battery
952|UNLAWFUL RESTRAINT|Interference
953|ROBBERY, HIGHWAY, AGGRAVATED|Robbery
954|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
955|RUNAWAY|Runaway
